source_account_id,source_customer_id,customer_link_type,customer_link_key,id_number,passport_number,country_of_birth,bank_name,bank_code,branch_name,account_number,account_type,account_currency,account_status,account_age_months,opened_date,account_balance,monthly_deposits,monthly_withdrawals,overdraft_limit,mobile_banking_enabled
SRC-ACCT-000236,CUST-000236,passport_number,passport_number:P00000236,,P00000236,Namibia,Standard Bank Namibia,SBZN,Grahamstown Branch,SBZN0000000236,cash_management,NAD,closed,149,2014-04-10,2860.02,2603.07,1936.85,455.19,True
SRC-ACCT-000237,CUST-000237,id_number,id_number:9802200237037,9802200237037,,South Africa,ABSA,ABSZ,Thohoyandou Branch,ABSZ0000000237,premium_current,ZAR,closed,41,2023-02-22,152098.23,82720.05,42359.88,30533.35,True
SRC-ACCT-000238,CUST-000238,id_number,id_number:6303280238038,6303280238038,,South Africa,ABSA,ABSZ,Bethlehem Branch,ABSZ0000000238,transactional,ZAR,restricted,27,2024-04-17,1789.7,522.05,334.28,0.0,False
SRC-ACCT-000239,CUST-000239,id_number,id_number:6909110239039,6909110239039,,South Africa,Capitec,CPTC,Stellenbosch Branch,CPTC0000000239,premium_current,ZAR,active,139,2015-02-04,40246.96,19278.06,12799.7,9560.58,True
SRC-ACCT-000240,CUST-000240,id_number,id_number:7504140240040,7504140240040,,South Africa,FNB,FNBZ,Stellenbosch Branch,FNBZ0000000240,premium_current,ZAR,dormant,200,2010-01-31,3939.07,1171.55,442.06,933.61,True
SRC-ACCT-000241,CUST-000241,id_number,id_number:7310110241041,7310110241041,,South Africa,Capitec,CPTC,Ermelo Branch,CPTC0000000241,savings,ZAR,active,155,2013-10-12,15867.73,7189.17,6247.69,0.0,True
SRC-ACCT-000242,CUST-000242,id_number,id_number:6008260242042,6008260242042,,South Africa,ABSA,ABSZ,Cape Town Branch,ABSZ0000000242,cash_management,ZAR,active,162,2013-03-16,38278.57,29057.38,22952.05,4347.02,True
SRC-ACCT-000243,CUST-000243,id_number,id_number:7409240243043,7409240243043,,South Africa,ABSA,ABSZ,Johannesburg Branch,ABSZ0000000243,cash_management,ZAR,active,55,2021-12-29,6916.68,2184.22,841.74,886.61,True
SRC-ACCT-000244,CUST-000244,id_number,id_number:0212300244044,0212300244044,,South Africa,Nedbank,NEDZ,Middelburg Branch,NEDZ0000000244,transactional,ZAR,active,61,2021-07-02,1908.82,598.97,286.76,0.0,True
SRC-ACCT-000245,CUST-000245,id_number,id_number:0608090245045,0608090245045,,South Africa,ABSA,ABSZ,Mthatha Branch,ABSZ0000000245,savings,ZAR,active,27,2024-04-17,80999.91,20925.74,13766.68,0.0,True
SRC-ACCT-000246,CUST-000246,id_number,id_number:7311110246046,7311110246046,,South Africa,Capitec,CPTC,Kimberley Branch,CPTC0000000246,savings,ZAR,closed,41,2023-02-22,16454.12,4804.51,2254.47,0.0,True
SRC-ACCT-000247,CUST-000247,id_number,id_number:6708230247047,6708230247047,,South Africa,Nedbank,NEDZ,Lephalale Branch,NEDZ0000000247,cash_management,ZAR,active,48,2022-07-27,2866.41,988.99,873.88,182.13,True
SRC-ACCT-000248,CUST-000248,id_number,id_number:7309290248048,7309290248048,,South Africa,FNB,FNBZ,Mthatha Branch,FNBZ0000000248,savings,ZAR,active,96,2018-08-17,4380.07,2026.26,911.06,0.0,True
SRC-ACCT-000249,CUST-000249,passport_number,passport_number:P00000249,,P00000249,Lesotho,FNB Lesotho,FNBL,Makhado Branch,FNBL0000000249,cash_management,LSL,restricted,64,2021-04-03,14894.44,4062.8,2292.2,3313.57,True
SRC-ACCT-000250,CUST-000250,id_number,id_number:6704050250050,6704050250050,,South Africa,Capitec,CPTC,Johannesburg Branch,CPTC0000000250,savings,ZAR,active,134,2015-07-04,9297.63,3646.23,1408.75,0.0,False
SRC-ACCT-000251,CUST-000251,id_number,id_number:6706070251051,6706070251051,,South Africa,Capitec,CPTC,Polokwane Branch,CPTC0000000251,premium_current,ZAR,active,83,2019-09-11,2423.46,908.65,495.0,224.67,True
SRC-ACCT-000252,CUST-000252,id_number,id_number:8109140252052,8109140252052,,South Africa,Capitec,CPTC,Tzaneen Branch,CPTC0000000252,premium_current,ZAR,closed,34,2023-09-20,54511.54,25136.42,14593.57,6354.13,False
SRC-ACCT-000253,CUST-000253,id_number,id_number:0607270253053,0607270253053,,South Africa,Standard Bank,SBZA,Grahamstown Branch,SBZA0000000253,savings,ZAR,dormant,133,2015-08-03,1357.49,677.5,419.65,0.0,True
SRC-ACCT-000254,CUST-000254,id_number,id_number:6711050254054,6711050254054,,South Africa,FNB,FNBZ,Lephalale Branch,FNBZ0000000254,premium_current,ZAR,active,194,2010-07-30,137517.51,59798.95,43110.92,16104.97,True
SRC-ACCT-000255,CUST-000255,id_number,id_number:5906210255055,5906210255055,,South Africa,Capitec,CPTC,Rustenburg Branch,CPTC0000000255,cash_management,ZAR,active,163,2013-02-14,27388.86,14282.08,6547.09,4767.73,True
SRC-ACCT-000256,CUST-000256,id_number,id_number:8902270256056,8902270256056,,South Africa,ABSA,ABSZ,Middelburg Branch,ABSZ0000000256,premium_current,ZAR,restricted,224,2008-02-11,11313.64,5170.77,4045.77,2826.1,True
SRC-ACCT-000257,CUST-000257,id_number,id_number:5304230257057,5304230257057,,South Africa,FNB,FNBZ,Bloemfontein Branch,FNBZ0000000257,premium_current,ZAR,active,144,2014-09-07,3038.73,688.06,425.13,600.57,True
SRC-ACCT-000258,CUST-000258,id_number,id_number:9003160258058,9003160258058,,South Africa,Capitec,CPTC,Umhlanga Branch,CPTC0000000258,premium_current,ZAR,restricted,39,2023-04-23,30960.0,8960.01,5349.24,7241.37,True
SRC-ACCT-000259,CUST-000259,id_number,id_number:7803110259059,7803110259059,,South Africa,Standard Bank,SBZA,Cape Town Branch,SBZA0000000259,premium_current,ZAR,active,179,2011-10-23,153260.92,78149.93,65191.13,31745.07,True
SRC-ACCT-000260,CUST-000260,id_number,id_number:0505100260060,0505100260060,,South Africa,Capitec,CPTC,Gqeberha Branch,CPTC0000000260,savings,ZAR,active,158,2013-07-14,27317.32,10177.37,7916.88,0.0,True
SRC-ACCT-000261,CUST-000261,id_number,id_number:7504140261061,7504140261061,,South Africa,Standard Bank,SBZA,De Aar Branch,SBZA0000000261,transactional,ZAR,active,34,2023-09-20,22171.87,3668.36,2693.96,0.0,True
SRC-ACCT-000262,CUST-000262,passport_number,passport_number:P00000262,,P00000262,Namibia,Bank Windhoek,BWND,Durban Branch,BWND0000000262,savings,NAD,active,30,2024-01-18,23314.85,10161.8,6274.6,0.0,False
SRC-ACCT-000263,CUST-000263,passport_number,passport_number:P00000263,,P00000263,Botswana,First National Bank Botswana,FNBB,Brits Branch,FNBB0000000263,premium_current,BWP,restricted,112,2017-04-24,28073.25,15630.54,7164.38,6473.79,True
SRC-ACCT-000264,CUST-000264,id_number,id_number:6701070264064,6701070264064,,South Africa,Capitec,CPTC,East London Branch,CPTC0000000264,premium_current,ZAR,active,219,2008-07-10,113128.92,65722.09,45052.4,27946.03,True
SRC-ACCT-000265,CUST-000265,id_number,id_number:5707090265065,5707090265065,,South Africa,ABSA,ABSZ,Ermelo Branch,ABSZ0000000265,transactional,ZAR,active,211,2009-03-07,50180.75,7951.16,3167.98,0.0,True
SRC-ACCT-000266,CUST-000266,id_number,id_number:6412070266066,6412070266066,,South Africa,FNB,FNBZ,Cape Town Branch,FNBZ0000000266,transactional,ZAR,active,136,2015-05-05,105691.17,51821.8,26198.04,0.0,True
SRC-ACCT-000267,CUST-000267,id_number,id_number:9501270267067,9501270267067,,South Africa,FNB,FNBZ,Rustenburg Branch,FNBZ0000000267,savings,ZAR,active,181,2011-08-24,5108.59,1940.86,1291.74,0.0,False
SRC-ACCT-000268,CUST-000268,id_number,id_number:5512070268068,5512070268068,,South Africa,Standard Bank,SBZA,Bethlehem Branch,SBZA0000000268,savings,ZAR,active,159,2013-06-14,6845.76,1138.26,724.36,0.0,True
SRC-ACCT-000269,CUST-000269,id_number,id_number:7806200269069,7806200269069,,South Africa,Standard Bank,SBZA,Makhado Branch,SBZA0000000269,premium_current,ZAR,dormant,66,2021-02-02,65168.64,31717.34,13311.26,9551.73,True
SRC-ACCT-000270,CUST-000270,id_number,id_number:6510090270070,6510090270070,,South Africa,Capitec,CPTC,Kroonstad Branch,CPTC0000000270,savings,ZAR,active,123,2016-05-29,5336.75,1649.34,1511.46,0.0,True
SRC-ACCT-000271,,id_number,id_number:5406230271071,5406230271071,,South Africa,Capitec,CPTC,Soweto Branch,CPTC0000000271,transactional,ZAR,dormant,63,2021-05-03,43545.05,9419.1,4250.94,0.0,True
SRC-ACCT-000272,CUST-000272,passport_number,passport_number:P00000272,,P00000272,Botswana,Standard Chartered Botswana,SCBZ,Newcastle Branch,SCBZ0000000272,savings,BWP,active,176,2012-01-21,6484.28,1391.26,963.64,0.0,True
SRC-ACCT-000273,CUST-000273,id_number,id_number:0211060273073,0211060273073,,South Africa,ABSA,ABSZ,East London Branch,ABSZ0000000273,transactional,ZAR,active,12,2025-07-11,3127.2,441.33,180.42,0.0,True
SRC-ACCT-000274,CUST-000274,id_number,id_number:7108020274074,7108020274074,,South Africa,FNB,FNBZ,Bethlehem Branch,FNBZ0000000274,savings,ZAR,active,43,2022-12-24,2046.87,619.59,440.22,0.0,True
SRC-ACCT-000275,CUST-000275,id_number,id_number:5203020275075,5203020275075,,South Africa,Standard Bank,SBZA,Poseidon City Branch,SBZA0000000275,premium_current,ZAR,active,166,2012-11-16,13886.73,5365.94,4812.88,2743.51,True
SRC-ACCT-000276,CUST-000276,id_number,id_number:7804250276076,7804250276076,,South Africa,Capitec,CPTC,Umhlanga Branch,CPTC0000000276,transactional,ZAR,dormant,86,2019-06-13,2696.4,654.55,470.5,0.0,True
SRC-ACCT-000277,CUST-000277,passport_number,passport_number:P00000277,,P00000277,Mozambique,BCI Mozambique,BCIM,Sasolburg Branch,BCIM0000000277,cash_management,MZN,active,125,2016-03-30,7801.97,3826.4,2567.6,1211.64,True
SRC-ACCT-000278,CUST-000278,id_number,id_number:9403100278078,9403100278078,,South Africa,Nedbank,NEDZ,Springbok Branch,NEDZ0000000278,premium_current,ZAR,active,38,2023-05-23,100629.52,28236.38,20973.11,15839.82,True
SRC-ACCT-000279,CUST-000279,id_number,id_number:6712070279079,6712070279079,,South Africa,Standard Bank,SBZA,Polokwane Branch,SBZA0000000279,transactional,ZAR,active,167,2012-10-17,1456.46,681.27,341.0,0.0,True
SRC-ACCT-000280,CUST-000280,id_number,id_number:9309210280080,9309210280080,,South Africa,FNB,FNBZ,Paarl Branch,FNBZ0000000280,savings,ZAR,restricted,49,2022-06-27,6588.26,1132.46,452.47,0.0,True
SRC-ACCT-000281,CUST-000281,id_number,id_number:8204020281081,8204020281081,,South Africa,Capitec,CPTC,Mahikeng Branch,CPTC0000000281,premium_current,ZAR,active,180,2011-09-23,16808.13,9843.66,5080.52,3412.62,True
SRC-ACCT-000282,CUST-000282,id_number,id_number:7601180282082,7601180282082,,South Africa,Nedbank,NEDZ,Umhlanga Branch,NEDZ0000000282,premium_current,ZAR,dormant,56,2021-11-29,27876.66,12265.31,6664.15,2067.16,True
SRC-ACCT-000283,CUST-000283,id_number,id_number:8511240283083,8511240283083,,South Africa,Nedbank,NEDZ,Centurion Branch,NEDZ0000000283,premium_current,ZAR,active,182,2011-07-25,248883.37,66967.19,31629.96,53924.87,True
SRC-ACCT-000284,CUST-000284,id_number,id_number:7310310284084,7310310284084,,South Africa,Nedbank,NEDZ,Makhado Branch,NEDZ0000000284,premium_current,ZAR,active,214,2008-12-07,116568.37,40296.47,26200.53,28900.41,True
SRC-ACCT-000285,INVALID-ID-001,passport_number,passport_number:P00000285,,P00000285,Botswana,First National Bank Botswana,FNBB,Thohoyandou Branch,FNBB0000000285,transactional,BWP,restricted,199,2010-03-02,2658.24,825.26,425.57,0.0,True
SRC-ACCT-000286,CUST-000001,id_number,id_number:7201010286086,7201010286086,,South Africa,Nedbank,NEDZ,Pietermaritzburg Branch,NEDZ0000000286,transactional,ZAR,dormant,102,2018-02-18,74766.53,27532.06,23926.77,0.0,True
SRC-ACCT-000287,CUST-000287,id_number,id_number:5511140287087,5511140287087,,South Africa,FNB,FNBZ,Cape Town Branch,FNBZ0000000287,transactional,ZAR,active,51,2022-04-28,91061.53,35257.13,29014.98,0.0,True
SRC-ACCT-000288,CUST-000288,id_number,id_number:0801220288088,0801220288088,,South Africa,Capitec,CPTC,Sasolburg Branch,CPTC0000000288,savings,ZAR,active,84,2019-08-12,142101.09,43817.59,15821.32,0.0,True
SRC-ACCT-000289,CUST-000289,id_number,id_number:0612040289089,0612040289089,,South Africa,FNB,FNBZ,Central Branch,FNBZ0000000289,savings,ZAR,dormant,39,2023-04-23,2439.09,1742.16,1568.8,0.0,True
SRC-ACCT-000290,CUST-000290,id_number,id_number:5501170290090,5501170290090,,South Africa,Capitec,CPTC,Mahikeng Branch,CPTC0000000290,savings,ZAR,active,38,2023-05-23,2359.97,485.95,352.91,0.0,True
SRC-ACCT-000291,CUST-000291,id_number,id_number:9706010291091,9706010291091,,South Africa,Nedbank,NEDZ,George Branch,NEDZ0000000291,premium_current,ZAR,active,171,2012-06-19,8015.52,6907.41,3507.27,1241.19,True
SRC-ACCT-000292,CUST-ABCDEF,passport_number,passport_number:P00000292,,P00000292,Zimbabwe,FBC Bank,FBCZ,Mbombela Branch,FBCZ0000000292,cash_management,USD,active,44,2022-11-24,26443.67,3670.59,3040.25,6026.71,True
SRC-ACCT-000293,CUST-000293,id_number,id_number:5911060293093,5911060293093,,South Africa,Standard Bank,SBZA,Tzaneen Branch,SBZA0000000293,cash_management,ZAR,active,212,2009-02-05,5032.03,2488.81,1491.49,674.6,True
SRC-ACCT-000294,CUST-000294,id_number,id_number:5610080294094,5610080294094,,South Africa,FNB,FNBZ,Paarl Branch,FNBZ0000000294,transactional,ZAR,restricted,188,2011-01-26,105580.8,64726.49,53513.47,0.0,True
SRC-ACCT-000295,CUST-000295,id_number,id_number:6303260295095,6303260295095,,South Africa,ABSA,ABSZ,Rustenburg Branch,ABSZ0000000295,transactional,ZAR,restricted,186,2011-03-27,17734.87,5007.15,2705.0,0.0,True
SRC-ACCT-000296,CUST-000296,id_number,id_number:9801290296096,9801290296096,,South Africa,FNB,FNBZ,Paarl Branch,FNBZ0000000296,transactional,ZAR,active,172,2012-05-20,95605.35,48560.89,26740.39,0.0,True
SRC-ACCT-000297,CUST-000297,id_number,id_number:6508030297097,6508030297097,,South Africa,Standard Bank,SBZA,Potchefstroom Branch,SBZA0000000297,premium_current,ZAR,restricted,43,2022-12-24,288524.16,75356.59,57582.15,57220.48,True
SRC-ACCT-000298,CUST-000298,source_customer_id,source_customer_id:CUST-000298,,,Zimbabwe,CBZ Bank,CBZZ,Gqeberha Branch,CBZZ0000000298,transactional,USD,active,48,2022-07-27,178322.58,34984.17,14984.81,0.0,True
SRC-ACCT-000299,CUST-000299,id_number,id_number:5302070299099,5302070299099,,South Africa,Nedbank,NEDZ,Middelburg Branch,NEDZ0000000299,cash_management,ZAR,active,22,2024-09-14,192472.73,54147.94,41285.69,40174.61,True
SRC-ACCT-000300,CUST-000300,id_number,id_number:9206090300000,9206090300000,,,Global Trust Bank,GLTB,Polokwane Branch,GLTB0000000300,transactional,USD,dormant,191,2010-10-28,28550.28,8308.28,5895.51,0.0,True
